"Date","ARFIMA","ARIMA","ARNN","BSTS"
2023-04-01,238.360851879981,253.202601689775,252.174089338995,238.539843012597
2023-05-01,228.905802197459,247.513360055655,257.47514861477,239.031169226515
2023-06-01,221.593053450154,239.539522188986,261.906443405994,227.171697350586
