time,cpu_index
411,90.95022831763785
412,91.3973827944491
413,91.79945424394433
414,92.35371102376472
415,92.91015225893358
416,93.36504562155407
417,93.62935455739894
418,93.55629200764203
419,93.99112722825843
420,94.58996444357008
421,94.40586767735819
422,95.6435647964184
423,95.70836705143063
424,95.28535056995689
425,95.65846846141402
426,95.85789583089496
427,96.32260571371769
428,96.88398141232284
429,97.83017538095602
430,98.00562071736809
431,98.22952440516794
432,98.73825485781586
433,98.5142474063207
434,98.87966070765032
