time,cpu_index
411,157.387840834033
412,168.89585022313287
413,232.20991875657424
414,188.05655114727162
415,177.41961291610724
416,190.4972391666655
417,164.8987777911272
418,137.21369512965157
419,204.17589931897635
420,231.22316486868021
421,201.52278662905414
422,207.70237475622702
423,184.50145245304546
424,165.37347063216222
425,157.42468157511286
426,210.25273796911475
427,250.97467729546028
428,242.30215321068485
429,216.67126576507937
430,202.86913972187273
431,169.67042832701196
432,134.41000808854295
433,189.55986438107124
434,262.3275414825762
